SKU_ID,ASIN,Product_Title,Brand,Category,Seller_Name,MRP_INR,Selling_Price_INR,Base_Discount_%,Stock_Quantity,Rating,Total_Reviews,Is_Prime,Product_URL,July_Total_Revenue_INR,July_Order_Count
RKWI-SEN-PER-13697,B0VIAWDVI6,Sensodyne Personal Care Product (1L),Sensodyne,Personal Care,RK World InfoCom Private Limited,2432.23,1945.78,20.0,42,3.9,3646,True,https://www.amazon.in/dp/B0VIAWDVI6,23591.98,4.0
RKWI-HIM-HEA-10653,B0TMY8A5GI,Himalaya Health & Wellness Product (Single Unit),Himalaya,Health & Wellness,RK World InfoCom Private Limited,968.47,798.99,17.5,11,4.4,24646,True,https://www.amazon.in/dp/B0TMY8A5GI,23313.03,6.0
RKWI-SUR-BAB-19159,B01VMCW52M,Surf Excel Baby Care Product (100g),Surf Excel,Baby Care,Cloudtail India,1161.18,951.01,18.1,46,4.5,21087,True,https://www.amazon.in/dp/B01VMCW52M,23282.79,8.0
RKWI-ARI-ORA-12087,B0MUCJI7EK,Ariel Oral Care Product (500g),Ariel,Oral Care,RK World InfoCom Private Limited,1506.38,1159.91,23.0,20,3.7,12809,True,https://www.amazon.in/dp/B0MUCJI7EK,23198.2,8.0
RKWI-DET-PER-15434,B0S90NX727,Dettol Personal Care Product (250ml),Dettol,Personal Care,Appario Retail Private Ltd,1057.67,822.87,22.2,38,4.6,5490,False,https://www.amazon.in/dp/B0S90NX727,23165.100000000002,8.0
RKWI-VAS-BEA-12192,B0875YUZTW,Vaseline Beauty & Hygiene Product (Pack of 3),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,2043.22,1534.46,24.9,30,3.6,23545,True,https://www.amazon.in/dp/B0875YUZTW,23016.9,5.0
RKWI-NIV-BAB-12449,B0NXS8RHVV,Nivea Baby Care Product (100g),Nivea,Baby Care,RK World InfoCom Private Limited,2195.62,2074.86,5.5,21,3.5,18123,True,https://www.amazon.in/dp/B0NXS8RHVV,22823.46,6.0
RKWI-PON-BEA-13547,B0ZOZENJOB,Pond's Beauty & Hygiene Product (750ml),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,2063.89,1710.96,17.1,17,3.7,20797,True,https://www.amazon.in/dp/B0ZOZENJOB,22386.79,4.0
RKWI-NIV-ORA-15190,B0D858A5EY,Nivea Oral Care Product (Pack of 2),Nivea,Oral Care,RK World InfoCom Private Limited,1971.1,1858.75,5.7,34,3.8,24610,True,https://www.amazon.in/dp/B0D858A5EY,22305.0,5.0
RKWI-COL-HEA-19315,B0ONPDIQUJ,Colgate Health & Wellness Product (Pack of 2),Colgate,Health & Wellness,RK World InfoCom Private Limited,2355.89,1710.38,27.4,37,4.6,21911,True,https://www.amazon.in/dp/B0ONPDIQUJ,22234.940000000002,5.0
RKWI-L'O-PER-12294,B0HCJJG4LB,L'Oreal Personal Care Product (250ml),L'Oreal,Personal Care,RK World InfoCom Private Limited,2154.17,1570.39,27.1,25,3.5,7638,False,https://www.amazon.in/dp/B0HCJJG4LB,21985.46,5.0
RKWI-DET-BAB-16084,B0SU8IAY3K,Dettol Baby Care Product (750ml),Dettol,Baby Care,RK World InfoCom Private Limited,1762.84,1338.0,24.1,43,4.2,23100,True,https://www.amazon.in/dp/B0SU8IAY3K,21969.36,3.0
RKWI-VAS-ORA-15411,B083ZA2078,Vaseline Oral Care Product (250ml),Vaseline,Oral Care,RK World InfoCom Private Limited,1391.92,1096.83,21.2,49,3.7,23848,True,https://www.amazon.in/dp/B083ZA2078,21936.6,7.0
RKWI-DET-BAB-14125,B0DVZLSG5C,Dettol Baby Care Product (100g),Dettol,Baby Care,RK World InfoCom Private Limited,1324.46,1121.82,15.3,21,4.3,8001,True,https://www.amazon.in/dp/B0DVZLSG5C,21811.44,4.0
RKWI-L'O-BEA-18367,B0OKNRL511,L'Oreal Beauty & Hygiene Product (500g),L'Oreal,Beauty & Hygiene,Cloudtail India,1701.99,1281.6,24.7,13,4.6,18867,True,https://www.amazon.in/dp/B0OKNRL511,21787.199999999997,7.0
RKWI-VAS-PER-14402,B0F5UD5B3G,Vaseline Personal Care Product (250ml),Vaseline,Personal Care,Appario Retail Private Ltd,1915.75,1674.37,12.6,36,4.0,735,True,https://www.amazon.in/dp/B0F5UD5B3G,21766.809999999998,6.0
RKWI-DET-BEA-12413,B07NBQW35F,Dettol Beauty & Hygiene Product (750ml),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,2169.77,1783.55,17.8,28,4.2,24622,True,https://www.amazon.in/dp/B07NBQW35F,21672.34,2.0
RKWI-L'O-ORA-11789,B0N4OZODIL,L'Oreal Oral Care Product (1L),L'Oreal,Oral Care,RK World InfoCom Private Limited,1897.1,1438.0,24.2,36,3.7,11114,True,https://www.amazon.in/dp/B0N4OZODIL,21570.0,7.0
RKWI-ARI-ORA-11199,B0DF2F5NK4,Ariel Oral Care Product (250ml),Ariel,Oral Care,Cloudtail India,1068.96,868.0,18.8,43,4.0,3408,True,https://www.amazon.in/dp/B0DF2F5NK4,21520.32,7.0
RKWI-DOV-ORA-13784,B0WZGW1H19,Dove Oral Care Product (1L),Dove,Oral Care,Cloudtail India,822.4,728.65,11.4,38,4.2,2274,True,https://www.amazon.in/dp/B0WZGW1H19,21493.149999999998,8.0
RKWI-HIM-BAB-14874,B019WPDW8O,Himalaya Baby Care Product (Pack of 3),Himalaya,Baby Care,RK World InfoCom Private Limited,2371.95,1774.22,25.2,41,3.7,7183,True,https://www.amazon.in/dp/B019WPDW8O,21290.64,5.0
RKWI-NIV-HEA-16427,B0MWMC7JH5,Nivea Health & Wellness Product (250ml),Nivea,Health & Wellness,RK World InfoCom Private Limited,1800.41,1386.32,23.0,19,4.2,23103,True,https://www.amazon.in/dp/B0MWMC7JH5,21254.02,3.0
RKWI-SUR-BEA-16267,B0ICID3HX9,Surf Excel Beauty & Hygiene Product (250ml),Surf Excel,Beauty & Hygiene,RK World InfoCom Private Limited,1673.56,1342.2,19.8,11,3.8,10793,True,https://www.amazon.in/dp/B0ICID3HX9,21096.6,4.0
RKWI-HIM-BAB-12563,B0HSV5CVM8,Himalaya Baby Care Product (Pack of 2),Himalaya,Baby Care,RK World InfoCom Private Limited,1431.21,1229.41,14.1,28,4.5,4916,True,https://www.amazon.in/dp/B0HSV5CVM8,20899.97,7.0
RKWI-VAS-PER-14608,B0RZRNKWXF,Vaseline Personal Care Product (100g),Vaseline,Personal Care,Appario Retail Private Ltd,1482.79,1335.99,9.9,43,4.4,16385,True,https://www.amazon.in/dp/B0RZRNKWXF,20825.1,5.0
RKWI-PAM-PER-11885,B0QYHGI2G2,Pampers Personal Care Product (250ml),Pampers,Personal Care,Cocoblu Retail,1923.58,1384.98,28.0,27,4.4,12158,True,https://www.amazon.in/dp/B0QYHGI2G2,20774.7,7.0
RKWI-HIM-BEA-12829,B0P748FFOY,Himalaya Beauty & Hygiene Product (Pack of 3),Himalaya,Beauty & Hygiene,RK World InfoCom Private Limited,1576.47,1246.99,20.9,24,3.8,17185,True,https://www.amazon.in/dp/B0P748FFOY,20769.45,7.0
RKWI-NIV-BEA-15814,B0I0U4PX23,Nivea Beauty & Hygiene Product (Single Unit),Nivea,Beauty & Hygiene,Appario Retail Private Ltd,2428.04,1881.73,22.5,35,4.5,153,True,https://www.amazon.in/dp/B0I0U4PX23,20699.03,6.0
RKWI-HIM-BAB-14321,B0UXZPGR00,Himalaya Baby Care Product (500g),Himalaya,Baby Care,Appario Retail Private Ltd,2267.4,1714.15,24.4,34,4.6,14959,True,https://www.amazon.in/dp/B0UXZPGR00,20569.8,4.0
RKWI-ARI-ORA-18846,B04GZ0BJ5T,Ariel Oral Care Product (Pack of 2),Ariel,Oral Care,Appario Retail Private Ltd,1978.6,1865.82,5.7,49,3.7,18514,True,https://www.amazon.in/dp/B04GZ0BJ5T,20524.02,6.0
RKWI-SEN-BAB-10193,B039MOFT6Y,Sensodyne Baby Care Product (1L),Sensodyne,Baby Care,Appario Retail Private Ltd,1252.59,1116.06,10.9,23,4.4,3633,True,https://www.amazon.in/dp/B039MOFT6Y,20247.5,5.0
RKWI-L'O-PER-10236,B0T0UUM3I8,L'Oreal Personal Care Product (250ml),L'Oreal,Personal Care,Cloudtail India,1190.42,1010.67,15.1,14,3.9,13355,True,https://www.amazon.in/dp/B0T0UUM3I8,20213.4,7.0
RKWI-PAM-HEA-10537,B071HLL9RZ,Pampers Health & Wellness Product (250ml),Pampers,Health & Wellness,Cloudtail India,1241.93,1092.9,12.0,49,4.3,15414,True,https://www.amazon.in/dp/B071HLL9RZ,19977.77,4.0
RKWI-COL-BEA-18652,B0JSZSTC68,Colgate Beauty & Hygiene Product (Pack of 3),Colgate,Beauty & Hygiene,Cocoblu Retail,1712.7,1616.79,5.6,10,4.5,17680,False,https://www.amazon.in/dp/B0JSZSTC68,19959.77,4.0
RKWI-VAS-HEA-12159,B0P0LO2K9Q,Vaseline Health & Wellness Product (750ml),Vaseline,Health & Wellness,RK World InfoCom Private Limited,1465.73,1169.65,20.2,34,4.5,6917,True,https://www.amazon.in/dp/B0P0LO2K9Q,19884.050000000003,7.0
RKWI-NIV-BAB-17930,B0D65B6Y3G,Nivea Baby Care Product (750ml),Nivea,Baby Care,Appario Retail Private Ltd,1651.99,1519.83,8.0,24,3.6,10642,True,https://www.amazon.in/dp/B0D65B6Y3G,19757.79,6.0
RKWI-PAM-HEA-19386,B0ITTVMEJX,Pampers Health & Wellness Product (500g),Pampers,Health & Wellness,RK World InfoCom Private Limited,2377.23,2187.05,8.0,32,4.5,10713,True,https://www.amazon.in/dp/B0ITTVMEJX,19683.45,4.0
RKWI-SUR-PER-16357,B0V3XW9EIH,Surf Excel Personal Care Product (750ml),Surf Excel,Personal Care,RK World InfoCom Private Limited,1474.14,1201.42,18.5,22,4.2,16716,True,https://www.amazon.in/dp/B0V3XW9EIH,19642.54,3.0
RKWI-VAS-ORA-19379,B071UZJ55E,Vaseline Oral Care Product (Single Unit),Vaseline,Oral Care,RK World InfoCom Private Limited,2141.05,1500.88,29.9,22,4.7,11804,False,https://www.amazon.in/dp/B071UZJ55E,19511.440000000002,4.0
RKWI-DET-PER-15176,B0O8X881PD,Dettol Personal Care Product (750ml),Dettol,Personal Care,RK World InfoCom Private Limited,2168.56,1769.54,18.4,19,4.7,17173,False,https://www.amazon.in/dp/B0O8X881PD,19380.48,3.0
RKWI-COL-HEA-19297,B0KT6BKDK0,Colgate Health & Wellness Product (Pack of 2),Colgate,Health & Wellness,RK World InfoCom Private Limited,1227.21,1017.36,17.1,48,4.5,6180,True,https://www.amazon.in/dp/B0KT6BKDK0,19329.84,6.0
RKWI-DOV-PER-18374,B0LV8CF3A3,Dove Personal Care Product (Pack of 2),Dove,Personal Care,RK World InfoCom Private Limited,1211.02,1074.17,11.3,18,3.8,14406,True,https://www.amazon.in/dp/B0LV8CF3A3,19247.75,5.0
RKWI-DET-HOM-14083,B052H20UA4,Dettol Home Care Product (Pack of 2),Dettol,Home Care,RK World InfoCom Private Limited,1236.36,954.47,22.8,28,3.8,23981,True,https://www.amazon.in/dp/B052H20UA4,19089.4,7.0
RKWI-DET-BAB-14662,B0P1O01YTQ,Dettol Baby Care Product (250ml),Dettol,Baby Care,Appario Retail Private Ltd,1744.86,1430.79,18.0,34,4.1,13665,False,https://www.amazon.in/dp/B0P1O01YTQ,18771.61,5.0
RKWI-HIM-PER-12797,B0I7VXTRQI,Himalaya Personal Care Product (Single Unit),Himalaya,Personal Care,RK World InfoCom Private Limited,993.78,920.24,7.4,10,4.2,17363,True,https://www.amazon.in/dp/B0I7VXTRQI,18404.8,9.0
RKWI-VAS-HOM-13220,B0XUJF7AB1,Vaseline Home Care Product (Pack of 2),Vaseline,Home Care,RK World InfoCom Private Limited,1309.52,1025.35,21.7,11,4.4,2401,True,https://www.amazon.in/dp/B0XUJF7AB1,18401.82,5.0
RKWI-SUR-HOM-10531,B0LOMEYL6S,Surf Excel Home Care Product (Single Unit),Surf Excel,Home Care,RK World InfoCom Private Limited,1304.23,986.0,24.4,34,4.3,12536,True,https://www.amazon.in/dp/B0LOMEYL6S,18278.12,6.0
RKWI-PON-BEA-10529,B0X3F2XHDC,Pond's Beauty & Hygiene Product (750ml),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1546.66,1141.44,26.2,38,3.8,5348,True,https://www.amazon.in/dp/B0X3F2XHDC,18263.04,5.0
RKWI-COL-BAB-18576,B07EI7BHLT,Colgate Baby Care Product (100g),Colgate,Baby Care,RK World InfoCom Private Limited,1903.67,1393.49,26.8,16,4.7,5004,True,https://www.amazon.in/dp/B07EI7BHLT,18115.37,5.0
RKWI-PAM-BAB-15198,B069CL2URL,Pampers Baby Care Product (Pack of 3),Pampers,Baby Care,RK World InfoCom Private Limited,1763.57,1633.07,7.4,12,4.1,11685,True,https://www.amazon.in/dp/B069CL2URL,17963.77,3.0
RKWI-SEN-BEA-16072,B07XRU3JLH,Sensodyne Beauty & Hygiene Product (250ml),Sensodyne,Beauty & Hygiene,RK World InfoCom Private Limited,751.23,696.39,7.3,42,4.1,7095,True,https://www.amazon.in/dp/B07XRU3JLH,17770.72,8.0
RKWI-DET-ORA-11059,B07XNPZCU7,Dettol Oral Care Product (250ml),Dettol,Oral Care,Appario Retail Private Ltd,920.33,775.84,15.7,27,4.3,21986,True,https://www.amazon.in/dp/B07XNPZCU7,17752.33,8.0
RKWI-PAM-PER-14790,B0GN109DZU,Pampers Personal Care Product (250ml),Pampers,Personal Care,RK World InfoCom Private Limited,770.8,699.12,9.3,42,4.7,3674,True,https://www.amazon.in/dp/B0GN109DZU,17748.34,6.0
RKWI-PON-HOM-12446,B0Z8A06Y5M,Pond's Home Care Product (Pack of 3),Pond's,Home Care,RK World InfoCom Private Limited,677.35,608.26,10.2,37,3.7,13195,True,https://www.amazon.in/dp/B0Z8A06Y5M,17430.62,10.0
RKWI-VAS-HOM-11505,B0WJFII0UG,Vaseline Home Care Product (100g),Vaseline,Home Care,RK World InfoCom Private Limited,1113.75,978.99,12.1,27,3.9,15782,True,https://www.amazon.in/dp/B0WJFII0UG,17354.879999999997,4.0
RKWI-DET-BAB-10273,B02WBXANJ4,Dettol Baby Care Product (100g),Dettol,Baby Care,RK World InfoCom Private Limited,1683.24,1235.5,26.6,29,3.9,21294,True,https://www.amazon.in/dp/B02WBXANJ4,17297.0,6.0
RKWI-L'O-PER-16697,B0HRDJKV58,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,1741.04,1434.62,17.6,42,3.9,1605,False,https://www.amazon.in/dp/B0HRDJKV58,17215.44,7.0
RKWI-DET-BEA-13189,B06Z4K230Q,Dettol Beauty & Hygiene Product (500g),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,2056.46,1719.2,16.4,34,4.1,12857,True,https://www.amazon.in/dp/B06Z4K230Q,17192.0,4.0
RKWI-PON-HEA-11958,B0RK6UJVBP,Pond's Health & Wellness Product (750ml),Pond's,Health & Wellness,RK World InfoCom Private Limited,2035.16,1908.98,6.2,18,4.0,17449,False,https://www.amazon.in/dp/B0RK6UJVBP,17180.82,3.0
RKWI-PON-HOM-11394,B0VHYJEEDP,Pond's Home Care Product (100g),Pond's,Home Care,Appario Retail Private Ltd,1977.19,1694.45,14.3,14,3.8,6433,True,https://www.amazon.in/dp/B0VHYJEEDP,16944.5,4.0
RKWI-PON-PER-13380,B0F8ND40QA,Pond's Personal Care Product (750ml),Pond's,Personal Care,Cloudtail India,800.67,652.55,18.5,39,3.7,19628,True,https://www.amazon.in/dp/B0F8ND40QA,16913.4,8.0
RKWI-VAS-BEA-16012,B0G55P3DJW,Vaseline Beauty & Hygiene Product (100g),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,1680.53,1534.32,8.7,19,3.8,19737,False,https://www.amazon.in/dp/B0G55P3DJW,16877.52,3.0
RKWI-DOV-BAB-14480,B0ZA667PPX,Dove Baby Care Product (Pack of 3),Dove,Baby Care,RK World InfoCom Private Limited,1195.77,936.29,21.7,44,3.6,5656,True,https://www.amazon.in/dp/B0ZA667PPX,16853.22,6.0
RKWI-L'O-HOM-16530,B0C5FVTEC9,L'Oreal Home Care Product (500g),L'Oreal,Home Care,RK World InfoCom Private Limited,1894.85,1667.47,12.0,47,4.6,2993,True,https://www.amazon.in/dp/B0C5FVTEC9,16674.7,4.0
RKWI-DOV-HEA-18970,B0RXRCGA1B,Dove Health & Wellness Product (750ml),Dove,Health & Wellness,RK World InfoCom Private Limited,1114.54,859.31,22.9,17,4.4,14606,False,https://www.amazon.in/dp/B0RXRCGA1B,16569.2,5.0
RKWI-DOV-BAB-13264,B0XU2X6O5D,Dove Baby Care Product (Pack of 3),Dove,Baby Care,RK World InfoCom Private Limited,902.87,742.16,17.8,18,4.3,14349,True,https://www.amazon.in/dp/B0XU2X6O5D,16457.48,8.0
RKWI-SEN-ORA-14925,B01Q0TCJAO,Sensodyne Oral Care Product (Pack of 2),Sensodyne,Oral Care,Cloudtail India,2231.62,1809.84,18.9,15,3.9,18540,True,https://www.amazon.in/dp/B01Q0TCJAO,16288.56,4.0
RKWI-SUR-BEA-14423,B0QCEPTQ9X,Surf Excel Beauty & Hygiene Product (Pack of 3),Surf Excel,Beauty & Hygiene,RK World InfoCom Private Limited,1468.6,1252.72,14.7,14,4.2,6772,False,https://www.amazon.in/dp/B0QCEPTQ9X,16285.36,6.0
RKWI-ARI-BAB-10433,B0QPWDXYAS,Ariel Baby Care Product (100g),Ariel,Baby Care,RK World InfoCom Private Limited,1509.75,1393.5,7.7,22,4.3,2228,True,https://www.amazon.in/dp/B0QPWDXYAS,16224.09,5.0
RKWI-VAS-ORA-18207,B03XUSYAVO,Vaseline Oral Care Product (Pack of 2),Vaseline,Oral Care,Cloudtail India,1956.28,1786.08,8.7,40,3.7,7056,True,https://www.amazon.in/dp/B03XUSYAVO,16074.72,4.0
RKWI-HIM-HEA-17535,B0XVIRVI1P,Himalaya Health & Wellness Product (250ml),Himalaya,Health & Wellness,Cocoblu Retail,1755.08,1339.13,23.7,41,4.1,3601,False,https://www.amazon.in/dp/B0XVIRVI1P,16069.56,5.0
RKWI-ARI-HEA-12662,B0ED46KIHO,Ariel Health & Wellness Product (1L),Ariel,Health & Wellness,Cocoblu Retail,809.37,698.49,13.7,18,4.7,11835,True,https://www.amazon.in/dp/B0ED46KIHO,16065.269999999999,8.0
RKWI-ARI-HEA-10475,B0ET81IQY5,Ariel Health & Wellness Product (500g),Ariel,Health & Wellness,RK World InfoCom Private Limited,1334.79,1047.81,21.5,13,4.9,10572,True,https://www.amazon.in/dp/B0ET81IQY5,15991.31,5.0
RKWI-DOV-BAB-10443,B0SIBSMQPN,Dove Baby Care Product (250ml),Dove,Baby Care,RK World InfoCom Private Limited,1293.1,1140.51,11.8,35,3.8,7675,True,https://www.amazon.in/dp/B0SIBSMQPN,15967.140000000001,6.0
RKWI-ARI-ORA-10248,B0WD7OI0PE,Ariel Oral Care Product (250ml),Ariel,Oral Care,RK World InfoCom Private Limited,1363.18,1236.4,9.3,45,4.4,10671,False,https://www.amazon.in/dp/B0WD7OI0PE,15941.92,4.0
RKWI-HIM-BAB-14768,B00D4J294U,Himalaya Baby Care Product (Pack of 2),Himalaya,Baby Care,RK World InfoCom Private Limited,1880.54,1325.78,29.5,31,3.8,20630,True,https://www.amazon.in/dp/B00D4J294U,15909.36,4.0
RKWI-NIV-BAB-11341,B04KBL5VGG,Nivea Baby Care Product (500g),Nivea,Baby Care,RK World InfoCom Private Limited,992.85,908.46,8.5,38,3.6,21748,True,https://www.amazon.in/dp/B04KBL5VGG,15793.720000000001,6.0
RKWI-SEN-ORA-15537,B0KNY2UGHN,Sensodyne Oral Care Product (Pack of 3),Sensodyne,Oral Care,RK World InfoCom Private Limited,1008.77,795.92,21.1,31,4.4,16676,True,https://www.amazon.in/dp/B0KNY2UGHN,15122.480000000001,6.0
RKWI-DET-BEA-11618,B0WYMS2FMQ,Dettol Beauty & Hygiene Product (Single Unit),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,884.54,750.97,15.1,14,3.7,8200,True,https://www.amazon.in/dp/B0WYMS2FMQ,15037.29,7.0
RKWI-PON-BAB-12427,B0JF0U2RUP,Pond's Baby Care Product (500g),Pond's,Baby Care,RK World InfoCom Private Limited,2362.54,2147.55,9.1,16,4.2,7312,True,https://www.amazon.in/dp/B0JF0U2RUP,15032.85,3.0
RKWI-HIM-PER-14348,B0ZIJ7Q7GS,Himalaya Personal Care Product (100g),Himalaya,Personal Care,RK World InfoCom Private Limited,2044.51,1668.32,18.4,20,4.4,21529,True,https://www.amazon.in/dp/B0ZIJ7Q7GS,15014.88,4.0
RKWI-DET-HEA-13648,B0V00VI5S3,Dettol Health & Wellness Product (750ml),Dettol,Health & Wellness,Cocoblu Retail,2072.91,1496.64,27.8,39,4.6,15374,True,https://www.amazon.in/dp/B0V00VI5S3,14966.400000000001,3.0
RKWI-SEN-BAB-14325,B0TATAD01E,Sensodyne Baby Care Product (100g),Sensodyne,Baby Care,RK World InfoCom Private Limited,1281.48,1128.98,11.9,24,3.6,24736,True,https://www.amazon.in/dp/B0TATAD01E,14852.2,5.0
RKWI-L'O-BEA-19304,B0FU4WVPVG,L'Oreal Beauty & Hygiene Product (Single Unit),L'Oreal,Beauty & Hygiene,Cloudtail India,1206.84,893.06,26.0,36,4.6,13182,True,https://www.amazon.in/dp/B0FU4WVPVG,14601.82,5.0
RKWI-COL-HOM-10954,B0D8WACEQR,Colgate Home Care Product (Single Unit),Colgate,Home Care,RK World InfoCom Private Limited,1220.66,881.32,27.8,48,3.5,21481,True,https://www.amazon.in/dp/B0D8WACEQR,14564.61,6.0
RKWI-PON-BEA-11418,B0BB5YFTXD,Pond's Beauty & Hygiene Product (500g),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1698.7,1454.09,14.4,27,3.9,19322,True,https://www.amazon.in/dp/B0BB5YFTXD,14540.900000000001,4.0
RKWI-NIV-HEA-11212,B0P8RF4WON,Nivea Health & Wellness Product (Single Unit),Nivea,Health & Wellness,RK World InfoCom Private Limited,2252.52,2061.06,8.5,36,4.7,13965,True,https://www.amazon.in/dp/B0P8RF4WON,14427.42,3.0
RKWI-DOV-BAB-17123,B0ZIYWGH10,Dove Baby Care Product (750ml),Dove,Baby Care,Cloudtail India,1641.28,1303.18,20.6,47,3.8,16159,True,https://www.amazon.in/dp/B0ZIYWGH10,14334.980000000001,4.0
RKWI-DET-BEA-19947,B0HXQ6AIP2,Dettol Beauty & Hygiene Product (250ml),Dettol,Beauty & Hygiene,Appario Retail Private Ltd,1691.07,1427.26,15.6,22,4.2,21599,False,https://www.amazon.in/dp/B0HXQ6AIP2,14272.599999999999,4.0
RKWI-PON-ORA-17759,B0OE2W4X8R,Pond's Oral Care Product (1L),Pond's,Oral Care,Cocoblu Retail,1562.12,1423.09,8.9,16,4.5,13062,True,https://www.amazon.in/dp/B0OE2W4X8R,14230.9,5.0
RKWI-DET-HEA-10640,B03579WRR5,Dettol Health & Wellness Product (100g),Dettol,Health & Wellness,Cloudtail India,1900.41,1421.51,25.2,49,4.0,20099,False,https://www.amazon.in/dp/B03579WRR5,14215.1,4.0
RKWI-PON-HEA-14815,B05FRHCSJ6,Pond's Health & Wellness Product (100g),Pond's,Health & Wellness,RK World InfoCom Private Limited,622.37,540.84,13.1,29,4.6,16791,True,https://www.amazon.in/dp/B05FRHCSJ6,14165.14,6.0
RKWI-NIV-ORA-18953,B07KU58YXG,Nivea Oral Care Product (500g),Nivea,Oral Care,RK World InfoCom Private Limited,1477.59,1087.51,26.4,35,4.7,13387,True,https://www.amazon.in/dp/B07KU58YXG,14062.54,6.0
RKWI-DOV-HEA-14505,B0BTHP3E36,Dove Health & Wellness Product (1L),Dove,Health & Wellness,RK World InfoCom Private Limited,701.53,642.6,8.4,34,3.7,9140,True,https://www.amazon.in/dp/B0BTHP3E36,13875.800000000001,6.0
RKWI-HIM-HOM-10424,B0XLH8L6E7,Himalaya Home Care Product (750ml),Himalaya,Home Care,RK World InfoCom Private Limited,1560.09,1480.53,5.1,19,4.4,13553,True,https://www.amazon.in/dp/B0XLH8L6E7,13792.75,3.0
RKWI-DET-HOM-12840,B0FREANOKQ,Dettol Home Care Product (1L),Dettol,Home Care,RK World InfoCom Private Limited,1090.36,984.6,9.7,18,4.7,17255,True,https://www.amazon.in/dp/B0FREANOKQ,13784.400000000001,5.0
RKWI-PON-BAB-18180,B0GFSVS1SP,Pond's Baby Care Product (Single Unit),Pond's,Baby Care,Cocoblu Retail,817.86,723.81,11.5,30,4.1,15919,True,https://www.amazon.in/dp/B0GFSVS1SP,13752.39,7.0
RKWI-SUR-BAB-15562,B09OAR9TT5,Surf Excel Baby Care Product (Pack of 2),Surf Excel,Baby Care,Cloudtail India,1489.79,1135.22,23.8,49,4.6,22573,True,https://www.amazon.in/dp/B09OAR9TT5,13622.64,4.0
RKWI-DET-PER-18185,B05TT3F07A,Dettol Personal Care Product (500g),Dettol,Personal Care,RK World InfoCom Private Limited,702.22,504.19,28.2,48,3.6,20293,True,https://www.amazon.in/dp/B05TT3F07A,13613.13,10.0
RKWI-ARI-HEA-16207,B072LAQFVK,Ariel Health & Wellness Product (Single Unit),Ariel,Health & Wellness,Cloudtail India,663.56,605.83,8.7,32,4.0,11631,True,https://www.amazon.in/dp/B072LAQFVK,13480.12,6.0
RKWI-ARI-HOM-13146,B0WJGEWJ28,Ariel Home Care Product (Pack of 2),Ariel,Home Care,RK World InfoCom Private Limited,1910.13,1579.68,17.3,29,4.7,11385,True,https://www.amazon.in/dp/B0WJGEWJ28,13475.740000000002,2.0
RKWI-HIM-BAB-16733,B0KG0C6FX4,Himalaya Baby Care Product (Pack of 2),Himalaya,Baby Care,RK World InfoCom Private Limited,941.66,774.99,17.7,30,3.6,18008,True,https://www.amazon.in/dp/B0KG0C6FX4,13436.789999999999,6.0
RKWI-PAM-BEA-16669,B0H6L1XW3Z,Pampers Beauty & Hygiene Product (750ml),Pampers,Beauty & Hygiene,Cloudtail India,1303.26,993.08,23.8,44,3.6,15974,True,https://www.amazon.in/dp/B0H6L1XW3Z,13179.6,4.0
RKWI-HIM-HEA-10965,B0X57ZKVNI,Himalaya Health & Wellness Product (Single Unit),Himalaya,Health & Wellness,RK World InfoCom Private Limited,734.6,585.48,20.3,36,3.9,16782,True,https://www.amazon.in/dp/B0X57ZKVNI,13107.6,6.0
RKWI-VAS-PER-14428,B0E8DIY9D9,Vaseline Personal Care Product (250ml),Vaseline,Personal Care,RK World InfoCom Private Limited,912.65,722.82,20.8,39,4.8,6628,True,https://www.amazon.in/dp/B0E8DIY9D9,13010.76,7.0
RKWI-SUR-BAB-18845,B0LY3EKNTK,Surf Excel Baby Care Product (100g),Surf Excel,Baby Care,RK World InfoCom Private Limited,936.4,809.05,13.6,13,4.7,15036,True,https://www.amazon.in/dp/B0LY3EKNTK,12849.53,6.0
RKWI-SEN-BEA-16710,B0FZKTC12J,Sensodyne Beauty & Hygiene Product (500g),Sensodyne,Beauty & Hygiene,Cocoblu Retail,1658.27,1242.04,25.1,49,4.8,887,True,https://www.amazon.in/dp/B0FZKTC12J,12744.72,4.0
RKWI-PAM-PER-11002,B0N4BPSAUE,Pampers Personal Care Product (Pack of 3),Pampers,Personal Care,Appario Retail Private Ltd,2186.14,1805.75,17.4,10,4.5,606,False,https://www.amazon.in/dp/B0N4BPSAUE,12640.25,2.0
RKWI-COL-PER-17968,B0B2GJS2UE,Colgate Personal Care Product (Single Unit),Colgate,Personal Care,RK World InfoCom Private Limited,2206.33,1577.53,28.5,20,4.6,14976,True,https://www.amazon.in/dp/B0B2GJS2UE,12620.24,3.0
