SKU_ID,ASIN,Product_Title,Brand,Category,Seller_Name,MRP_INR,Selling_Price_INR,Base_Discount_%,Stock_Quantity,Rating,Total_Reviews,Is_Prime,Product_URL
RKWI-ARI-ORA-12180,B0WGXV38PF,Ariel Oral Care Product (Single Unit),Ariel,Oral Care,RK World InfoCom Private Limited,674.98,550.11,18.5,94,4.6,15416,True,https://www.amazon.in/dp/B0WGXV38PF
RKWI-DET-PER-12181,B0V1MM9432,Dettol Personal Care Product (1L),Dettol,Personal Care,Appario Retail Private Ltd,177.52,128.52,27.6,812,4.8,4412,False,https://www.amazon.in/dp/B0V1MM9432
RKWI-COL-PER-12182,B0YAEK5A0X,Colgate Personal Care Product (750ml),Colgate,Personal Care,RK World InfoCom Private Limited,1470.34,1298.31,11.7,238,4.6,21869,True,https://www.amazon.in/dp/B0YAEK5A0X
RKWI-DOV-HEA-12183,B0WBH80ET4,Dove Health & Wellness Product (Pack of 2),Dove,Health & Wellness,Appario Retail Private Ltd,1895.2,1341.8,29.2,887,4.3,1651,False,https://www.amazon.in/dp/B0WBH80ET4
RKWI-ARI-HEA-12184,B0JRW1ZDXC,Ariel Health & Wellness Product (750ml),Ariel,Health & Wellness,Cloudtail India,102.69,91.6,10.8,266,3.8,15359,True,https://www.amazon.in/dp/B0JRW1ZDXC
RKWI-PAM-BEA-12185,B0XQZ21XG7,Pampers Beauty & Hygiene Product (100g),Pampers,Beauty & Hygiene,Appario Retail Private Ltd,2336.81,2135.84,8.6,342,3.8,7419,False,https://www.amazon.in/dp/B0XQZ21XG7
RKWI-PAM-BAB-12186,B05RQGQNYB,Pampers Baby Care Product (Pack of 2),Pampers,Baby Care,RK World InfoCom Private Limited,2487.3,1952.53,21.5,543,4.2,11296,True,https://www.amazon.in/dp/B05RQGQNYB
RKWI-DOV-HOM-12187,B0BZGI3ZTT,Dove Home Care Product (Pack of 2),Dove,Home Care,RK World InfoCom Private Limited,1312.2,1149.49,12.4,840,4.6,24857,True,https://www.amazon.in/dp/B0BZGI3ZTT
RKWI-HIM-HOM-12188,B0YYVUNSVQ,Himalaya Home Care Product (750ml),Himalaya,Home Care,RK World InfoCom Private Limited,1238.53,904.13,27.0,600,4.5,23682,True,https://www.amazon.in/dp/B0YYVUNSVQ
RKWI-HIM-ORA-12189,B0IXB97LCP,Himalaya Oral Care Product (500g),Himalaya,Oral Care,RK World InfoCom Private Limited,1695.4,1337.67,21.1,616,4.8,13499,True,https://www.amazon.in/dp/B0IXB97LCP
RKWI-SEN-HEA-12190,B02S1SPZ0C,Sensodyne Health & Wellness Product (750ml),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,638.58,514.7,19.4,643,4.5,20895,True,https://www.amazon.in/dp/B02S1SPZ0C
RKWI-VAS-BAB-12191,B0U0G8LWDK,Vaseline Baby Care Product (250ml),Vaseline,Baby Care,RK World InfoCom Private Limited,612.03,506.76,17.2,442,3.7,22123,True,https://www.amazon.in/dp/B0U0G8LWDK
RKWI-VAS-BEA-12192,B0875YUZTW,Vaseline Beauty & Hygiene Product (Pack of 3),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,2043.22,1534.46,24.9,30,3.6,23545,True,https://www.amazon.in/dp/B0875YUZTW
RKWI-COL-PER-12193,B0G3YVOLLL,Colgate Personal Care Product (250ml),Colgate,Personal Care,Appario Retail Private Ltd,915.47,812.02,11.3,606,4.6,24956,True,https://www.amazon.in/dp/B0G3YVOLLL
RKWI-PON-BEA-12194,B0ZY2XAZWM,Pond's Beauty & Hygiene Product (750ml),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1766.12,1280.44,27.5,289,3.7,5732,True,https://www.amazon.in/dp/B0ZY2XAZWM
RKWI-HIM-HEA-12195,B0ZVOMXW3H,Himalaya Health & Wellness Product (Pack of 2),Himalaya,Health & Wellness,Cocoblu Retail,206.7,144.9,29.9,127,4.1,19227,True,https://www.amazon.in/dp/B0ZVOMXW3H
RKWI-PON-HOM-12196,B0H6H7L8QY,Pond's Home Care Product (250ml),Pond's,Home Care,RK World InfoCom Private Limited,1730.63,1429.5,17.4,227,3.9,23679,True,https://www.amazon.in/dp/B0H6H7L8QY
RKWI-PAM-BEA-12197,B0RBXAZVVJ,Pampers Beauty & Hygiene Product (Pack of 3),Pampers,Beauty & Hygiene,RK World InfoCom Private Limited,1227.75,1020.26,16.9,654,4.8,20585,True,https://www.amazon.in/dp/B0RBXAZVVJ
RKWI-L'O-PER-12198,B0XUB49OZO,L'Oreal Personal Care Product (Single Unit),L'Oreal,Personal Care,RK World InfoCom Private Limited,1930.07,1432.11,25.8,289,4.2,24590,True,https://www.amazon.in/dp/B0XUB49OZO
RKWI-DOV-BAB-12199,B0NPXI9BF1,Dove Baby Care Product (Pack of 2),Dove,Baby Care,Appario Retail Private Ltd,1027.46,722.3,29.7,949,4.3,23448,True,https://www.amazon.in/dp/B0NPXI9BF1
RKWI-SUR-HOM-12200,B06RLA810X,Surf Excel Home Care Product (750ml),Surf Excel,Home Care,Appario Retail Private Ltd,521.06,405.38,22.2,678,4.3,15129,True,https://www.amazon.in/dp/B06RLA810X
RKWI-DET-HEA-12201,B08CYDVXVX,Dettol Health & Wellness Product (Single Unit),Dettol,Health & Wellness,Appario Retail Private Ltd,1707.43,1521.32,10.9,799,4.3,5783,False,https://www.amazon.in/dp/B08CYDVXVX
RKWI-SEN-HOM-12202,B0JU1UCVM5,Sensodyne Home Care Product (Single Unit),Sensodyne,Home Care,Appario Retail Private Ltd,1061.16,742.81,30.0,73,4.4,6596,True,https://www.amazon.in/dp/B0JU1UCVM5
RKWI-PON-PER-12203,B0CJQQ08ZX,Pond's Personal Care Product (100g),Pond's,Personal Care,RK World InfoCom Private Limited,2189.63,1620.33,26.0,523,3.7,6715,True,https://www.amazon.in/dp/B0CJQQ08ZX
RKWI-SUR-BAB-12204,B09WVNF751,Surf Excel Baby Care Product (750ml),Surf Excel,Baby Care,Appario Retail Private Ltd,1528.67,1230.58,19.5,567,4.0,15114,True,https://www.amazon.in/dp/B09WVNF751
RKWI-COL-HOM-12205,B0VZBDGVVV,Colgate Home Care Product (Pack of 3),Colgate,Home Care,RK World InfoCom Private Limited,1542.17,1428.05,7.4,309,4.5,6014,False,https://www.amazon.in/dp/B0VZBDGVVV
RKWI-SEN-PER-12206,B0UHZD9OUQ,Sensodyne Personal Care Product (100g),Sensodyne,Personal Care,Appario Retail Private Ltd,727.37,687.36,5.5,75,3.8,24848,True,https://www.amazon.in/dp/B0UHZD9OUQ
RKWI-L'O-HOM-12207,B0RY09SGWN,L'Oreal Home Care Product (250ml),L'Oreal,Home Care,RK World InfoCom Private Limited,1832.84,1579.91,13.8,433,4.6,15511,True,https://www.amazon.in/dp/B0RY09SGWN
RKWI-SUR-HOM-12208,B0YNETUY56,Surf Excel Home Care Product (500g),Surf Excel,Home Care,RK World InfoCom Private Limited,566.9,427.44,24.6,164,4.6,17937,True,https://www.amazon.in/dp/B0YNETUY56
RKWI-PON-BAB-12209,B0MF4SRN6M,Pond's Baby Care Product (1L),Pond's,Baby Care,Appario Retail Private Ltd,2272.08,1790.4,21.2,317,4.2,5148,True,https://www.amazon.in/dp/B0MF4SRN6M
RKWI-HIM-HOM-12210,B0JMBY6I17,Himalaya Home Care Product (750ml),Himalaya,Home Care,RK World InfoCom Private Limited,393.97,319.9,18.8,371,4.5,1629,True,https://www.amazon.in/dp/B0JMBY6I17
RKWI-COL-ORA-12211,B003710MEA,Colgate Oral Care Product (750ml),Colgate,Oral Care,RK World InfoCom Private Limited,1370.47,1264.94,7.7,585,4.8,18235,False,https://www.amazon.in/dp/B003710MEA
RKWI-ARI-BEA-12212,B0JRCHT1TP,Ariel Beauty & Hygiene Product (750ml),Ariel,Beauty & Hygiene,Cocoblu Retail,564.27,481.89,14.6,659,3.9,10844,True,https://www.amazon.in/dp/B0JRCHT1TP
RKWI-NIV-BAB-12213,B0P0OI8U4F,Nivea Baby Care Product (Pack of 2),Nivea,Baby Care,Cocoblu Retail,2175.74,1690.55,22.3,951,4.7,16464,True,https://www.amazon.in/dp/B0P0OI8U4F
RKWI-DOV-HOM-12214,B0RH5RKLLF,Dove Home Care Product (100g),Dove,Home Care,RK World InfoCom Private Limited,1539.69,1459.63,5.2,940,4.4,8288,True,https://www.amazon.in/dp/B0RH5RKLLF
RKWI-ARI-PER-12215,B0XPVJ8RI8,Ariel Personal Care Product (750ml),Ariel,Personal Care,Cocoblu Retail,1005.36,811.33,19.3,779,4.5,10405,True,https://www.amazon.in/dp/B0XPVJ8RI8
RKWI-VAS-ORA-12216,B0K9IPHPTM,Vaseline Oral Care Product (250ml),Vaseline,Oral Care,RK World InfoCom Private Limited,1179.96,1032.47,12.5,775,4.3,22296,True,https://www.amazon.in/dp/B0K9IPHPTM
RKWI-HIM-HOM-12217,B0EWT8J2VO,Himalaya Home Care Product (750ml),Himalaya,Home Care,RK World InfoCom Private Limited,2304.17,2048.41,11.1,588,3.9,11121,True,https://www.amazon.in/dp/B0EWT8J2VO
RKWI-SEN-BEA-12218,B0PFFSSPN3,Sensodyne Beauty & Hygiene Product (750ml),Sensodyne,Beauty & Hygiene,RK World InfoCom Private Limited,1984.08,1430.52,27.9,93,4.8,24786,True,https://www.amazon.in/dp/B0PFFSSPN3
RKWI-L'O-BEA-12219,B0VY4H03B2,L'Oreal Beauty & Hygiene Product (Pack of 3),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,2302.55,2000.92,13.1,22,3.9,11506,True,https://www.amazon.in/dp/B0VY4H03B2
RKWI-SEN-BAB-12220,B0NB0CIKGO,Sensodyne Baby Care Product (Single Unit),Sensodyne,Baby Care,RK World InfoCom Private Limited,2162.35,1654.2,23.5,490,3.6,4429,True,https://www.amazon.in/dp/B0NB0CIKGO
RKWI-NIV-BAB-12221,B01MH5HZWR,Nivea Baby Care Product (100g),Nivea,Baby Care,Appario Retail Private Ltd,2337.49,1741.43,25.5,696,4.3,18703,True,https://www.amazon.in/dp/B01MH5HZWR
RKWI-PAM-ORA-12222,B0EOARRWWS,Pampers Oral Care Product (500g),Pampers,Oral Care,Appario Retail Private Ltd,2161.95,1973.86,8.7,728,4.6,6252,True,https://www.amazon.in/dp/B0EOARRWWS
RKWI-ARI-BAB-12223,B0QHXSIPNA,Ariel Baby Care Product (100g),Ariel,Baby Care,RK World InfoCom Private Limited,1297.84,1048.65,19.2,520,4.2,10694,False,https://www.amazon.in/dp/B0QHXSIPNA
RKWI-COL-PER-12224,B0NBZVFV99,Colgate Personal Care Product (Pack of 2),Colgate,Personal Care,RK World InfoCom Private Limited,1955.14,1843.7,5.7,93,3.5,14480,True,https://www.amazon.in/dp/B0NBZVFV99
RKWI-PON-BAB-12225,B0FSMNAWY0,Pond's Baby Care Product (500g),Pond's,Baby Care,RK World InfoCom Private Limited,1119.85,1030.26,8.0,479,4.1,6676,True,https://www.amazon.in/dp/B0FSMNAWY0
RKWI-PON-BEA-12226,B0WTZV4TY9,Pond's Beauty & Hygiene Product (500g),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1710.02,1494.56,12.6,516,4.0,10350,True,https://www.amazon.in/dp/B0WTZV4TY9
RKWI-PON-ORA-12227,B00MWFS58B,Pond's Oral Care Product (100g),Pond's,Oral Care,RK World InfoCom Private Limited,1187.25,920.12,22.5,34,4.0,6237,False,https://www.amazon.in/dp/B00MWFS58B
RKWI-ARI-ORA-12228,B0CEDNIQB7,Ariel Oral Care Product (Single Unit),Ariel,Oral Care,RK World InfoCom Private Limited,1259.41,899.22,28.6,969,4.0,14753,True,https://www.amazon.in/dp/B0CEDNIQB7
RKWI-L'O-BAB-12229,B08ULIDI5P,L'Oreal Baby Care Product (250ml),L'Oreal,Baby Care,RK World InfoCom Private Limited,560.32,527.26,5.9,990,4.2,17404,True,https://www.amazon.in/dp/B08ULIDI5P
RKWI-ARI-ORA-12230,B0S9P7SEPH,Ariel Oral Care Product (Pack of 2),Ariel,Oral Care,Appario Retail Private Ltd,1046.2,906.01,13.4,433,3.6,13092,True,https://www.amazon.in/dp/B0S9P7SEPH
RKWI-SUR-HOM-12231,B0I62K3L0W,Surf Excel Home Care Product (Pack of 3),Surf Excel,Home Care,RK World InfoCom Private Limited,2231.01,1851.74,17.0,684,3.7,406,True,https://www.amazon.in/dp/B0I62K3L0W
RKWI-PAM-HOM-12232,B0TLLQHRKM,Pampers Home Care Product (250ml),Pampers,Home Care,RK World InfoCom Private Limited,1233.31,1126.01,8.7,549,3.5,9456,False,https://www.amazon.in/dp/B0TLLQHRKM
RKWI-COL-HOM-12233,B0207KIOAY,Colgate Home Care Product (250ml),Colgate,Home Care,RK World InfoCom Private Limited,1126.49,878.66,22.0,127,3.6,20829,True,https://www.amazon.in/dp/B0207KIOAY
RKWI-ARI-BEA-12234,B0KZPXBB3M,Ariel Beauty & Hygiene Product (250ml),Ariel,Beauty & Hygiene,RK World InfoCom Private Limited,821.09,585.44,28.7,577,4.3,4278,True,https://www.amazon.in/dp/B0KZPXBB3M
RKWI-COL-BEA-12235,B0NVLIPMZ6,Colgate Beauty & Hygiene Product (100g),Colgate,Beauty & Hygiene,Cloudtail India,2077.54,1483.36,28.6,952,4.4,21491,True,https://www.amazon.in/dp/B0NVLIPMZ6
RKWI-L'O-BAB-12236,B0FFN16DB0,L'Oreal Baby Care Product (Single Unit),L'Oreal,Baby Care,RK World InfoCom Private Limited,664.71,620.84,6.6,791,4.6,21079,True,https://www.amazon.in/dp/B0FFN16DB0
RKWI-DET-HOM-12237,B0IV10JH6Z,Dettol Home Care Product (Single Unit),Dettol,Home Care,RK World InfoCom Private Limited,142.63,110.54,22.5,903,4.8,18041,False,https://www.amazon.in/dp/B0IV10JH6Z
RKWI-L'O-HEA-12238,B0FLKYN0BU,L'Oreal Health & Wellness Product (Single Unit),L'Oreal,Health & Wellness,RK World InfoCom Private Limited,2367.53,2123.67,10.3,519,4.7,19347,True,https://www.amazon.in/dp/B0FLKYN0BU
RKWI-DOV-BEA-12239,B06D6IWKVY,Dove Beauty & Hygiene Product (Single Unit),Dove,Beauty & Hygiene,Cloudtail India,1417.84,1217.92,14.1,113,4.0,10681,True,https://www.amazon.in/dp/B06D6IWKVY
RKWI-ARI-BEA-12240,B0IFMPEOSO,Ariel Beauty & Hygiene Product (500g),Ariel,Beauty & Hygiene,RK World InfoCom Private Limited,1947.66,1772.37,9.0,784,4.8,19151,True,https://www.amazon.in/dp/B0IFMPEOSO
RKWI-SEN-HEA-12241,B0NTWXWQQI,Sensodyne Health & Wellness Product (Pack of 2),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,628.13,477.38,24.0,802,4.2,13918,True,https://www.amazon.in/dp/B0NTWXWQQI
RKWI-DET-BAB-12242,B03J6JDPBJ,Dettol Baby Care Product (Single Unit),Dettol,Baby Care,Cloudtail India,1937.55,1662.42,14.2,450,3.9,11320,True,https://www.amazon.in/dp/B03J6JDPBJ
RKWI-L'O-HEA-12243,B020K9JX42,L'Oreal Health & Wellness Product (500g),L'Oreal,Health & Wellness,RK World InfoCom Private Limited,373.81,334.56,10.5,757,4.6,18289,True,https://www.amazon.in/dp/B020K9JX42
RKWI-VAS-ORA-12244,B0EV33PV70,Vaseline Oral Care Product (750ml),Vaseline,Oral Care,Cocoblu Retail,848.9,769.95,9.3,496,4.4,94,True,https://www.amazon.in/dp/B0EV33PV70
RKWI-SEN-HOM-12245,B0J1J2PEMK,Sensodyne Home Care Product (250ml),Sensodyne,Home Care,RK World InfoCom Private Limited,880.32,761.48,13.5,98,4.3,4713,True,https://www.amazon.in/dp/B0J1J2PEMK
RKWI-ARI-HEA-12246,B0HJEYM4UM,Ariel Health & Wellness Product (500g),Ariel,Health & Wellness,Cocoblu Retail,2330.36,1705.82,26.8,653,4.0,4647,False,https://www.amazon.in/dp/B0HJEYM4UM
RKWI-SUR-PER-12247,B0TWSJ57ZP,Surf Excel Personal Care Product (Pack of 3),Surf Excel,Personal Care,RK World InfoCom Private Limited,1228.95,1120.8,8.8,202,3.8,1083,True,https://www.amazon.in/dp/B0TWSJ57ZP
RKWI-PAM-HEA-12248,B070IOFIFO,Pampers Health & Wellness Product (1L),Pampers,Health & Wellness,RK World InfoCom Private Limited,1176.18,848.03,27.9,449,4.1,14249,False,https://www.amazon.in/dp/B070IOFIFO
RKWI-SUR-ORA-12249,B041TQZ1VF,Surf Excel Oral Care Product (250ml),Surf Excel,Oral Care,RK World InfoCom Private Limited,1479.43,1306.34,11.7,635,3.8,2404,True,https://www.amazon.in/dp/B041TQZ1VF
RKWI-SEN-HOM-12250,B0505OJ38A,Sensodyne Home Care Product (750ml),Sensodyne,Home Care,RK World InfoCom Private Limited,1747.19,1560.24,10.7,674,4.1,14404,True,https://www.amazon.in/dp/B0505OJ38A
RKWI-NIV-BAB-12251,B0O6ZHDQAI,Nivea Baby Care Product (100g),Nivea,Baby Care,RK World InfoCom Private Limited,197.95,177.76,10.2,706,4.2,6221,True,https://www.amazon.in/dp/B0O6ZHDQAI
RKWI-HIM-HOM-12252,B0DOTAIECE,Himalaya Home Care Product (250ml),Himalaya,Home Care,RK World InfoCom Private Limited,1531.78,1263.72,17.5,866,4.5,20154,True,https://www.amazon.in/dp/B0DOTAIECE
RKWI-SUR-BAB-12253,B0J56UTDRJ,Surf Excel Baby Care Product (250ml),Surf Excel,Baby Care,RK World InfoCom Private Limited,306.81,267.23,12.9,832,3.6,22092,True,https://www.amazon.in/dp/B0J56UTDRJ
RKWI-ARI-PER-12254,B0INCO8O9G,Ariel Personal Care Product (Single Unit),Ariel,Personal Care,Cocoblu Retail,443.52,325.54,26.6,516,4.3,19843,True,https://www.amazon.in/dp/B0INCO8O9G
RKWI-SUR-PER-12255,B068D2IBOC,Surf Excel Personal Care Product (500g),Surf Excel,Personal Care,Cocoblu Retail,1369.48,1290.05,5.8,340,4.7,20119,False,https://www.amazon.in/dp/B068D2IBOC
RKWI-SEN-HEA-12256,B0Z5CUWXG8,Sensodyne Health & Wellness Product (100g),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,1373.34,1160.47,15.5,393,3.6,17493,True,https://www.amazon.in/dp/B0Z5CUWXG8
RKWI-L'O-PER-12257,B037EB8QHS,L'Oreal Personal Care Product (Single Unit),L'Oreal,Personal Care,RK World InfoCom Private Limited,2435.79,2262.85,7.1,297,4.6,18973,True,https://www.amazon.in/dp/B037EB8QHS
RKWI-VAS-PER-12258,B0B40OOBAG,Vaseline Personal Care Product (500g),Vaseline,Personal Care,RK World InfoCom Private Limited,1663.73,1462.42,12.1,302,4.2,10709,False,https://www.amazon.in/dp/B0B40OOBAG
RKWI-SEN-ORA-12259,B0GIELGV3G,Sensodyne Oral Care Product (500g),Sensodyne,Oral Care,RK World InfoCom Private Limited,1478.75,1156.38,21.8,188,4.8,10762,True,https://www.amazon.in/dp/B0GIELGV3G
RKWI-DOV-HOM-12260,B086R5KXSO,Dove Home Care Product (1L),Dove,Home Care,RK World InfoCom Private Limited,846.09,676.87,20.0,475,4.3,1896,True,https://www.amazon.in/dp/B086R5KXSO
RKWI-HIM-ORA-12261,B0JPO94I4M,Himalaya Oral Care Product (500g),Himalaya,Oral Care,Appario Retail Private Ltd,1631.46,1401.42,14.1,27,3.9,11031,True,https://www.amazon.in/dp/B0JPO94I4M
RKWI-L'O-BEA-12262,B05RQBU0E2,L'Oreal Beauty & Hygiene Product (Pack of 3),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,326.98,238.7,27.0,822,3.8,11895,False,https://www.amazon.in/dp/B05RQBU0E2
RKWI-PON-ORA-12263,B0HD1YUJED,Pond's Oral Care Product (100g),Pond's,Oral Care,RK World InfoCom Private Limited,1072.69,994.38,7.3,642,4.4,6856,True,https://www.amazon.in/dp/B0HD1YUJED
RKWI-COL-BEA-12264,B03NYH90EN,Colgate Beauty & Hygiene Product (500g),Colgate,Beauty & Hygiene,Cloudtail India,2109.91,1884.15,10.7,129,4.0,9610,True,https://www.amazon.in/dp/B03NYH90EN
RKWI-L'O-BAB-12265,B0CDQVUL7J,L'Oreal Baby Care Product (1L),L'Oreal,Baby Care,RK World InfoCom Private Limited,901.68,831.35,7.8,691,4.4,11876,True,https://www.amazon.in/dp/B0CDQVUL7J
RKWI-DOV-ORA-12266,B033OP3WFP,Dove Oral Care Product (100g),Dove,Oral Care,RK World InfoCom Private Limited,640.99,512.79,20.0,99,4.2,14177,True,https://www.amazon.in/dp/B033OP3WFP
RKWI-PAM-HOM-12267,B08FG7S1RD,Pampers Home Care Product (250ml),Pampers,Home Care,RK World InfoCom Private Limited,1051.45,912.66,13.2,443,3.5,9676,True,https://www.amazon.in/dp/B08FG7S1RD
RKWI-NIV-HOM-12268,B0KXUNDMFZ,Nivea Home Care Product (750ml),Nivea,Home Care,RK World InfoCom Private Limited,2171.98,1724.55,20.6,642,4.7,16176,True,https://www.amazon.in/dp/B0KXUNDMFZ
RKWI-HIM-HOM-12269,B0ES7SZ4S3,Himalaya Home Care Product (500g),Himalaya,Home Care,RK World InfoCom Private Limited,375.83,280.37,25.4,577,4.7,3247,True,https://www.amazon.in/dp/B0ES7SZ4S3
RKWI-DOV-HOM-12270,B0J0EK3LNK,Dove Home Care Product (250ml),Dove,Home Care,RK World InfoCom Private Limited,1098.53,984.28,10.4,947,4.4,6696,True,https://www.amazon.in/dp/B0J0EK3LNK
RKWI-PON-BEA-12271,B06AOVL7XT,Pond's Beauty & Hygiene Product (Pack of 2),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1240.41,925.35,25.4,206,3.9,4020,True,https://www.amazon.in/dp/B06AOVL7XT
RKWI-DOV-BEA-12272,B0DBDXBDEH,Dove Beauty & Hygiene Product (Single Unit),Dove,Beauty & Hygiene,Cocoblu Retail,630.98,584.92,7.3,985,4.2,21313,True,https://www.amazon.in/dp/B0DBDXBDEH
RKWI-PAM-PER-12273,B0QN8PACC1,Pampers Personal Care Product (1L),Pampers,Personal Care,Cloudtail India,1658.9,1270.72,23.4,334,3.9,4270,True,https://www.amazon.in/dp/B0QN8PACC1
RKWI-PON-PER-12274,B084CPKJYK,Pond's Personal Care Product (750ml),Pond's,Personal Care,RK World InfoCom Private Limited,1684.9,1184.48,29.7,81,4.7,8320,False,https://www.amazon.in/dp/B084CPKJYK
RKWI-SEN-HOM-12275,B07F6TE8CP,Sensodyne Home Care Product (Pack of 2),Sensodyne,Home Care,Appario Retail Private Ltd,2481.69,2176.44,12.3,770,3.6,2611,True,https://www.amazon.in/dp/B07F6TE8CP
RKWI-L'O-HOM-12276,B0S8VMWMFK,L'Oreal Home Care Product (Single Unit),L'Oreal,Home Care,RK World InfoCom Private Limited,1753.67,1494.13,14.8,160,3.6,24707,True,https://www.amazon.in/dp/B0S8VMWMFK
RKWI-ARI-HOM-12277,B07DP5ULP2,Ariel Home Care Product (Pack of 3),Ariel,Home Care,RK World InfoCom Private Limited,1648.38,1447.28,12.2,108,4.5,7000,True,https://www.amazon.in/dp/B07DP5ULP2
RKWI-HIM-PER-12278,B0KP5IDY8T,Himalaya Personal Care Product (1L),Himalaya,Personal Care,Appario Retail Private Ltd,2133.79,2003.63,6.1,505,4.2,18909,True,https://www.amazon.in/dp/B0KP5IDY8T
RKWI-PON-HOM-12279,B0BU1IADYW,Pond's Home Care Product (750ml),Pond's,Home Care,Appario Retail Private Ltd,2419.58,1911.47,21.0,510,3.9,16343,True,https://www.amazon.in/dp/B0BU1IADYW
RKWI-DET-HEA-12280,B0XXVI1RDP,Dettol Health & Wellness Product (1L),Dettol,Health & Wellness,RK World InfoCom Private Limited,1951.24,1777.58,8.9,983,4.0,7925,True,https://www.amazon.in/dp/B0XXVI1RDP
RKWI-PON-BEA-12281,B092HA6ELO,Pond's Beauty & Hygiene Product (Pack of 3),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1472.52,1233.97,16.2,669,3.5,20336,True,https://www.amazon.in/dp/B092HA6ELO
RKWI-VAS-PER-12282,B0XMVRUSTQ,Vaseline Personal Care Product (Pack of 3),Vaseline,Personal Care,Appario Retail Private Ltd,466.97,396.92,15.0,60,4.1,6748,True,https://www.amazon.in/dp/B0XMVRUSTQ
RKWI-VAS-ORA-12283,B0PWDMJ3Z7,Vaseline Oral Care Product (500g),Vaseline,Oral Care,RK World InfoCom Private Limited,1626.02,1165.86,28.3,400,3.7,16004,True,https://www.amazon.in/dp/B0PWDMJ3Z7
RKWI-VAS-PER-12284,B02DE83QUV,Vaseline Personal Care Product (100g),Vaseline,Personal Care,RK World InfoCom Private Limited,2206.67,2014.69,8.7,855,4.7,6885,True,https://www.amazon.in/dp/B02DE83QUV
RKWI-DOV-BAB-12285,B0RM3ZH476,Dove Baby Care Product (Pack of 3),Dove,Baby Care,RK World InfoCom Private Limited,394.89,357.77,9.4,481,4.5,8574,True,https://www.amazon.in/dp/B0RM3ZH476
RKWI-DET-BAB-12286,B0RFLRZ5G2,Dettol Baby Care Product (750ml),Dettol,Baby Care,Appario Retail Private Ltd,1721.96,1503.27,12.7,164,3.5,8293,True,https://www.amazon.in/dp/B0RFLRZ5G2
RKWI-SEN-ORA-12287,B0JNSCZKM9,Sensodyne Oral Care Product (1L),Sensodyne,Oral Care,Cocoblu Retail,1689.03,1184.01,29.9,149,4.4,10828,True,https://www.amazon.in/dp/B0JNSCZKM9
RKWI-HIM-PER-12288,B04YRV8VOY,Himalaya Personal Care Product (Pack of 3),Himalaya,Personal Care,RK World InfoCom Private Limited,536.12,480.9,10.3,609,4.0,4896,True,https://www.amazon.in/dp/B04YRV8VOY
RKWI-PON-HEA-12289,B0Y6EFIDXW,Pond's Health & Wellness Product (250ml),Pond's,Health & Wellness,RK World InfoCom Private Limited,673.51,604.81,10.2,119,3.5,10768,True,https://www.amazon.in/dp/B0Y6EFIDXW
RKWI-HIM-PER-12290,B0OU833Z5G,Himalaya Personal Care Product (500g),Himalaya,Personal Care,Cocoblu Retail,433.64,333.04,23.2,195,3.8,5589,False,https://www.amazon.in/dp/B0OU833Z5G
RKWI-L'O-BEA-12291,B0LZ2C11UH,L'Oreal Beauty & Hygiene Product (1L),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,2093.32,1934.23,7.6,501,3.5,17276,False,https://www.amazon.in/dp/B0LZ2C11UH
RKWI-L'O-BEA-12292,B0GI9P8TFX,L'Oreal Beauty & Hygiene Product (1L),L'Oreal,Beauty & Hygiene,RK World InfoCom Private Limited,1337.07,1064.31,20.4,839,4.3,14641,True,https://www.amazon.in/dp/B0GI9P8TFX
RKWI-DOV-ORA-12293,B0QTJVU1IA,Dove Oral Care Product (1L),Dove,Oral Care,RK World InfoCom Private Limited,1165.23,1025.4,12.0,675,4.1,24277,True,https://www.amazon.in/dp/B0QTJVU1IA
RKWI-L'O-PER-12294,B0HCJJG4LB,L'Oreal Personal Care Product (250ml),L'Oreal,Personal Care,RK World InfoCom Private Limited,2154.17,1570.39,27.1,25,3.5,7638,False,https://www.amazon.in/dp/B0HCJJG4LB
RKWI-SUR-HEA-12295,B07TDESY3U,Surf Excel Health & Wellness Product (500g),Surf Excel,Health & Wellness,Cocoblu Retail,1889.48,1551.26,17.9,339,3.6,4480,True,https://www.amazon.in/dp/B07TDESY3U
RKWI-L'O-HOM-12296,B0918S0HCN,L'Oreal Home Care Product (750ml),L'Oreal,Home Care,RK World InfoCom Private Limited,1947.35,1801.3,7.5,915,4.7,7710,True,https://www.amazon.in/dp/B0918S0HCN
RKWI-COL-BEA-12297,B0O6C6ZH6D,Colgate Beauty & Hygiene Product (100g),Colgate,Beauty & Hygiene,RK World InfoCom Private Limited,1474.37,1036.48,29.7,745,4.1,3072,False,https://www.amazon.in/dp/B0O6C6ZH6D
